Time,long,lat,altit,press
219.431655092593,-3.28808051,39.9206689,13110.34,178.68
219.432349537037,-3.40242553,39.8338652,13113.59,178.61
219.433043981481,-3.5165953,39.74661716,13115.26,178.6
219.433738425926,-3.63031569,39.6598187,13116.95,178.66
219.43443287037,-3.74411875,39.57211045,13118.66,178.68
219.435127314815,-3.85905953,39.48386828,13119.17,178.68
219.435821759259,-3.97222265,39.39590327,13121.05,178.67
219.436516203704,-4.08482452,39.30833733,13122.46,178.64
219.437210648148,-4.19758376,39.22032816,13121.82,178.68
219.437905092593,-4.30995674,39.13237245,13123.74,178.65
219.438599537037,-4.42205612,39.04431353,13124.2,178.65
219.439293981481,-4.53413001,38.95626101,13124.71,178.67
219.439988425926,-4.64527569,38.86860032,13127.84,178.65
219.44068287037,-4.75601824,38.78124239,13129.83,178.63
219.441377314815,-4.86687751,38.69333168,13131.57,178.61
219.442071759259,-4.97750167,38.60540318,13132.22,178.65
219.442766203704,-5.08834755,38.51813196,13133.36,178.66
219.443460648148,-5.20956964,38.44098659,13135.16,178.63
219.444155092593,-5.33210541,38.3653619,13135.87,178.65
219.444849537037,-5.45472338,38.2896801,13136.05,178.69
219.445543981481,-5.57688343,38.21401834,13138.2,178.65
219.446238425926,-5.69866321,38.13834651,13139.39,178.63
219.44693287037,-5.82001934,38.06262528,13139.79,178.65
219.447627314815,-5.94100651,37.98684171,13142.23,178.64
219.448321759259,-6.06148752,37.91039743,13143.03,178.64
219.449016203704,-6.18073148,37.83271745,13143.93,178.64
219.449710648148,-6.29995137,37.75504791,13143.88,178.68
219.450405092593,-6.41848551,37.67760156,13147.29,178.63
219.451099537037,-6.53702223,37.60004974,13149.77,178.61
219.451793981481,-6.65539344,37.52211563,13150.59,178.62
219.452488425926,-6.77330256,37.44427688,13152.19,178.6
219.45318287037,-6.89113253,37.3662862,13151.72,178.65
219.453877314815,-7.00863314,37.28821192,13153.59,178.64
219.454571759259,-7.12607427,37.20979797,13156.03,178.65
219.455266203704,-7.25741651,37.15295812,13152.75,178.73
219.455960648148,-7.40230897,37.12641576,13157.88,178.6
219.456655092593,-7.54811424,37.09948186,13156.68,178.67
219.457349537037,-7.69377315,37.07261146,13157.89,178.66
219.458043981481,-7.83890577,37.04560108,13158.51,178.67
219.458738425926,-7.98425359,37.01814027,13157.88,178.66
219.45943287037,-8.12904702,36.99080504,13156.47,178.66
219.460127314815,-8.27264622,36.96338462,13156.95,178.65
219.460821759259,-8.41608654,36.93569636,13157.59,178.65
219.461516203704,-8.55952401,36.90785323,13157.74,178.67
219.462210648148,-8.70277509,36.87990327,13159.17,178.66
219.462905092593,-8.84625644,36.85174564,13156.85,178.7
219.463599537037,-8.98856558,36.82364187,13159.25,178.63
219.464293981481,-9.13108631,36.79531747,13158.55,178.63
219.464988425926,-9.27410333,36.76667774,13157.04,178.69
219.46568287037,-9.41619466,36.73807121,13159.02,178.63
219.466377314815,-9.55848591,36.70938641,13159.13,178.65
219.467071759259,-9.70041002,36.68054838,13159.82,178.66
219.467766203704,-9.84149342,36.65151665,13160.2,178.67
219.468460648148,-9.98279914,36.62255486,13160.86,178.66
219.469155092593,-10.12400088,36.59285833,13161.8,178.65
219.469849537037,-10.26518051,36.56340153,13160.78,178.69
219.470543981481,-10.40613041,36.53342577,13162.98,178.65
219.471238425926,-10.54706723,36.50354816,13162.59,178.65
219.47193287037,-10.68745249,36.47351341,13161.44,178.68
219.472627314815,-10.82811181,36.44322177,13163.54,178.64
219.473321759259,-10.96884025,36.41279631,13164.31,178.63
219.474016203704,-11.1094023,36.38222091,13166.91,178.61
219.474710648148,-11.25026624,36.35162085,13166.3,178.68
219.475405092593,-11.39075418,36.32074997,13167.62,178.66
219.476099537037,-11.53072657,36.28974348,13169.04,178.64
219.476793981481,-11.67078006,36.25848465,13168.85,178.68
219.477488425926,-11.81079316,36.22741959,13170.5,178.67
219.47818287037,-11.95052422,36.19555467,13171.12,178.64
219.478877314815,-12.09054849,36.16384573,13171.62,178.64
219.479571759259,-12.23026457,36.13174547,13170.39,178.66
219.480266203704,-12.36945265,36.09993899,13171.2,178.64
219.480960648148,-12.50823843,36.06676203,13171.39,178.63
219.481655092593,-12.61893187,35.99014506,13171.5,178.68
219.482349537037,-12.70849618,35.8929416,13172.61,178.66
219.483043981481,-12.79733866,35.79601423,13175.26,178.65
219.483738425926,-12.88600682,35.69864883,13178.38,178.62
219.48443287037,-12.9749387,35.60075157,13178.57,178.67
219.485127314815,-13.06387329,35.5030213,13180.34,178.65
219.485821759259,-13.1523197,35.40496928,13183.96,178.64
219.486516203704,-13.24078359,35.30674787,13183.57,178.68
219.487210648148,-13.32895666,35.20864027,13187.81,178.61
219.487905092593,-13.4172183,35.11028496,13190.24,178.61
219.488599537037,-13.50560115,35.01165891,13189.33,178.68
219.489293981481,-13.59364576,34.91289922,13191.46,178.64
219.489988425926,-13.68114054,34.81441513,13194.1,178.63
219.49068287037,-13.76865437,34.71558745,13194.81,178.65
219.491377314815,-13.85584901,34.61668522,13196.4,178.65
219.492071759259,-13.94254981,34.5182156,13198.12,178.67
219.492766203704,-14.02907488,34.41961948,13199.83,178.65
219.493460648148,-14.1155033,34.32080969,13201.27,178.65
219.494155092593,-14.20149532,34.22223865,13202.25,178.68
219.494849537037,-14.28756323,34.12320394,13203.19,178.68
219.495543981481,-14.37373321,34.02340097,13205.11,178.68
219.496238425926,-14.45983019,33.92373034,13206.52,178.68
219.49693287037,-14.54585739,33.82417977,13209.43,178.68
219.497627314815,-14.63177498,33.72423509,13211.78,178.66
219.498321759259,-14.71704116,33.62462461,13213.9,178.66
219.499016203704,-14.80222278,33.52503271,13214.43,178.67
219.499710648148,-14.8875095,33.42479232,13215.31,178.71
219.500405092593,-14.97258661,33.32447114,13217.47,178.66
219.501099537037,-15.05797633,33.22402724,13217.39,178.71
219.501793981481,-15.14266168,33.12372555,13218.57,178.69
219.502488425926,-15.22647946,33.02442493,13221.74,178.64
219.50318287037,-15.31035581,32.92443755,13222.84,178.66
219.503877314815,-15.39478402,32.82380626,13224.37,178.65
219.504571759259,-15.47886556,32.72314003,13224.35,178.66
219.505266203704,-15.56285579,32.6223481,13226.27,178.66
219.505960648148,-15.64699182,32.52082988,13227.14,178.67
219.506655092593,-15.7312259,32.41888783,13228.54,178.66
219.507349537037,-15.81539447,32.31695508,13227.9,178.71
219.508043981481,-15.89954694,32.21461141,13229.03,178.69
219.508738425926,-15.98363956,32.11236573,13230.73,178.66
219.50943287037,-16.06717401,32.01050241,13230.88,178.7
219.510127314815,-16.15011661,31.90896573,13232.3,178.66
219.510821759259,-16.2327623,31.8078854,13232.46,178.68
219.511516203704,-16.31511427,31.70596079,13234.32,178.65
219.512210648148,-16.398013,31.60368327,13234.27,178.68
219.512905092593,-16.4805981,31.50147405,13235.47,178.67
219.513599537037,-16.54771403,31.3909673,13237.27,178.62
219.514293981481,-16.5707598,31.26458585,13237.35,178.67
219.514988425926,-16.59330059,31.1385233,13238.51,178.65
219.51568287037,-16.61588763,31.0123675,13239.43,178.7
219.516377314815,-16.638236,30.88633079,13239.3,178.7
219.517071759259,-16.66066157,30.76025639,13241.92,178.66
219.517766203704,-16.68309406,30.63315179,13242.64,178.66
219.518460648148,-16.70555326,30.50588569,13239.77,178.73
219.519155092593,-16.72791101,30.37904208,13242.1,178.7
219.519849537037,-16.75017275,30.25241985,13244.11,178.66
219.520543981481,-16.7724155,30.12540597,13234.99,178.93
219.521238425926,-16.79481376,29.99734598,12641.96,196.24
219.52193287037,-16.81667392,29.87112438,12011.89,215.99
219.522627314815,-16.83912211,29.74184815,11372.86,237.6
219.523321759259,-16.86144254,29.61299969,10723.7,261.34
219.524016203704,-16.88282268,29.48884228,10073.69,286.93
219.524710648148,-16.90336245,29.36979615,9428.91,314.32
219.525405092593,-16.92369639,29.25152373,8783.56,343.99
219.526099537037,-16.94335327,29.13683948,8141.32,375.7
219.526793981481,-16.96257807,29.02508729,7498.28,409.77
219.527488425926,-16.98084961,28.9176775,6857.6,446.17
219.52818287037,-16.99862148,28.81354877,6213.37,485.34
219.528877314815,-17.01582003,28.71278385,5572.01,527.12
219.529571759259,-17.03231145,28.61554268,4928.78,571.72
219.530266203704,-17.04841791,28.52019926,4281.28,619.74
219.530960648148,-17.06420395,28.42685519,3651.22,669.52
219.531655092593,-17.07890161,28.33882391,3615.13,672.49
219.532349537037,-17.09376803,28.25142424,3615.48,672.43
219.533043981481,-17.10830241,28.16502927,3613.74,672.51
219.533738425926,-17.12268285,28.0792637,3612.04,672.57
219.53443287037,-17.13704802,27.99434161,3837.66,654.19
219.535127314815,-17.15152135,27.90699842,4485.56,603.95
219.535821759259,-17.16663918,27.81745676,5136.12,556.69
219.536516203704,-17.1828619,27.71985984,5783.46,512.56
219.537210648148,-17.19946285,27.61933125,6425.74,471.59
219.537905092593,-17.21712157,27.51385065,7068.51,433.48
219.538599537037,-17.23529082,27.40513418,7716.6,397.7
219.539293981481,-17.25365778,27.29403063,8364.78,364.47
219.539988425926,-17.27236925,27.18084158,9016.06,333.34
219.54068287037,-17.2914994,27.06518458,9664.4,304.57
219.541377314815,-17.31075418,26.94788606,10229.45,281.12
219.542071759259,-17.33059414,26.82726644,10716.7,262.12
219.542766203704,-17.35081688,26.70431197,11203.97,244.17
219.543460648148,-17.37111205,26.57975985,11681.7,227.47
219.544155092593,-17.39183562,26.45215235,12027.94,215.98
219.544849537037,-17.41312901,26.32172105,12447.17,202.62
219.545543981481,-17.4343975,26.19120697,12868.89,189.81
219.546238425926,-17.45547269,26.06138927,13265.22,178.31
219.54693287037,-17.4760239,25.93315889,13620.52,168.55
219.547627314815,-17.49661442,25.806108,13896.51,161.28
219.548321759259,-17.51699731,25.67969288,14138.89,155.13
219.549016203704,-17.53723716,25.55428556,14355.24,149.72
219.549710648148,-17.55726108,25.42878211,14486.66,146.54
219.550405092593,-17.57747029,25.30273557,14604.32,143.83
219.551099537037,-17.59750587,25.17683655,14721.66,141.21
219.551793981481,-17.6174234,25.05174671,14756.64,140.46
219.552488425926,-17.66874896,24.93770515,14757.79,140.46
219.55318287037,-17.74138907,24.83226115,14758.62,140.44
219.553877314815,-17.8148114,24.72577553,14758.58,140.51
219.554571759259,-17.88842431,24.61857446,14759.32,140.49
219.555266203704,-17.96193575,24.5111828,14758.44,140.54
219.555960648148,-18.03515793,24.40430705,14760.36,140.47
219.556655092593,-18.1080233,24.29758483,14759.47,140.53
219.557349537037,-18.1810151,24.19037671,14760.18,140.5
219.558043981481,-18.25403472,24.0828431,14759.42,140.52
219.558738425926,-18.32683507,23.97572782,14757.85,140.56
219.55943287037,-18.39871846,23.86969863,14759.36,140.49
219.560127314815,-18.47044387,23.76361557,14758.4,140.55
219.560821759259,-18.54268247,23.65659364,14756.93,140.61
219.561516203704,-18.61438936,23.55026505,14758.49,140.53
219.562210648148,-18.68537958,23.44472177,14758.97,140.53
219.562905092593,-18.75602153,23.33915944,14758.86,140.5
219.563599537037,-18.82690571,23.23344917,14756.27,140.59
219.564293981481,-18.89766189,23.12747019,14759.37,140.53
219.564988425926,-18.96822747,23.02189259,14756.77,140.55
219.56568287037,-19.03813855,22.9164688,14755.5,140.56
219.566377314815,-19.10853031,22.8108739,14753.9,140.59
219.567071759259,-19.17863628,22.70523855,14755.1,140.55
219.567766203704,-19.2485217,22.59958134,14755.54,140.56
219.568460648148,-19.31877521,22.49326356,14758.64,140.52
219.569155092593,-19.38967598,22.38579584,14754.64,140.68
219.569849537037,-19.46035342,22.27847415,14754.71,140.61
219.570543981481,-19.53013355,22.17219061,14756.24,140.56
219.571238425926,-19.60021337,22.06554071,14755.44,140.56
219.57193287037,-19.67028908,21.95854614,14756.21,140.56
219.572627314815,-19.74020851,21.85168002,14754.85,140.55
219.573321759259,-19.80989225,21.74494365,14754.99,140.54
219.574016203704,-19.87951283,21.63800611,14755.98,140.55
219.574710648148,-19.94926009,21.53059356,14755.11,140.57
219.575405092593,-20.01916301,21.42292972,14754.7,140.6
219.576099537037,-20.08917991,21.31497832,14753.65,140.6
219.576793981481,-20.15911227,21.20676235,14756.9,140.53
219.577488425926,-20.22899675,21.09847116,14753.86,140.58
219.57818287037,-20.29868351,20.99051475,14758.3,140.51
219.578877314815,-20.36879713,20.88153581,14755.65,140.56
219.579571759259,-20.43925161,20.7719113,14756.75,140.55
219.580266203704,-20.50953204,20.66228697,14758.1,140.5
219.580960648148,-20.58028831,20.55186701,14757.94,140.54
219.581655092593,-20.65136243,20.44059155,14754.51,140.58
219.582349537037,-20.72156712,20.33076054,14752.14,140.52
219.583043981481,-20.78971745,20.22370786,14676.7,142.36
219.583738425926,-20.85772651,20.11645235,14098.45,156.34
219.58443287037,-20.92394773,20.01186312,13502.39,171.88
219.585127314815,-20.98976962,19.90760025,12901.99,189.13
219.585821759259,-21.05522562,19.80419861,12286.34,208.15
219.586516203704,-21.12109879,19.69970707,12018.81,216.86
219.587210648148,-21.18763765,19.59404541,12018.87,216.86
219.587905092593,-21.25420268,19.48838799,12021.1,216.83
219.588599537037,-21.32060724,19.38277247,12020.82,216.86
219.589293981481,-21.38695381,19.27699639,12021.95,216.82
219.589988425926,-21.45355602,19.17058863,11974.54,218.46
219.59068287037,-21.52080435,19.06288594,11341.85,240.14
219.591377314815,-21.58649562,18.95778598,10691.63,264.26
219.592071759259,-21.65000865,18.85584481,10045.9,289.93
219.592766203704,-21.71183604,18.7563494,9394.79,317.67
219.593460648148,-21.77188725,18.65977279,8740.17,347.44
219.594155092593,-21.82972644,18.56662697,8085.94,379.45
219.594849537037,-21.8863347,18.4752826,7428.13,413.92
219.595543981481,-21.94013134,18.38847669,6774.24,450.9
219.596238425926,-21.99185004,18.30472691,6125.88,490.36
219.59693287037,-22.04239218,18.22299305,5476.37,532.68
219.597627314815,-22.09202885,18.14271638,4884.26,573.65
219.598321759259,-22.13635258,18.07075316,4884.22,573.56
219.599016203704,-22.17919255,18.00112903,4882.65,573.62
219.599710648148,-22.22181366,17.93154238,4881.35,573.65
219.600405092593,-22.26461802,17.86193449,4880.79,573.66
219.601099537037,-22.30763912,17.79232192,4881.51,573.59
219.601793981481,-22.35057288,17.72252022,4880.7,573.63
219.602488425926,-22.39334811,17.65287859,4880.6,573.65
219.60318287037,-22.4357001,17.58347337,4880.59,573.63
219.603877314815,-22.4779177,17.51413848,4880.8,573.61
219.604571759259,-22.52028676,17.44480844,4880.64,573.59
219.605266203704,-22.5626539,17.37550294,4880.31,573.6
219.605960648148,-22.60489047,17.30637672,4880.88,573.59
219.606655092593,-22.64712336,17.23713745,4880.57,573.59
219.607349537037,-22.68932144,17.16786312,4880.6,573.61
219.608043981481,-22.73154697,17.09844469,4880.3,573.66
219.608738425926,-22.7739189,17.02895145,4880.86,573.63
219.60943287037,-22.81628646,16.95967114,4881.63,573.61
219.610127314815,-22.85887226,16.89062383,4882.57,573.55
219.610821759259,-22.90163325,16.82152221,4881.06,573.63
219.611516203704,-22.94452939,16.7523441,4882.83,573.51
219.612210648148,-22.98745424,16.68285564,4702.89,586.48
219.612905092593,-23.03248962,16.61053135,4054.62,634.94
219.613599537037,-23.05795351,16.53299901,3391.78,687.24
219.614293981481,-22.99672815,16.51134303,2742.37,742.25
219.614988425926,-22.94964116,16.53625015,2086.16,801.27
219.61568287037,-22.94793115,16.58865868,1420.96,865.21
219.616377314815,-22.94821521,16.63668923,790.93,931.02
219.617071759259,-22.94848252,16.67729697,413.37,972.37
219.617766203704,-22.94867364,16.71283368,169.23,999.65
222.418773148148,-22.94906616,16.78813934,790.04,931.17
222.419467592593,-22.94923782,16.85045242,1578.25,849.37
222.420162037037,-22.97790527,16.90538406,2350.35,776.03
222.420856481481,-23.04948807,16.87362671,2865.96,730.14
222.421550925926,-23.10682297,16.81062698,3659.35,664.01
222.42224537037,-23.12467575,16.73063278,4209.59,620.63
222.422939814815,-23.10647964,16.64394379,4790.2,577.96
222.423634259259,-23.08502197,16.55536652,5442.66,532.68
222.424328703704,-23.06322098,16.46507263,6071.58,491.9
222.425023148148,-23.06219101,16.36997223,6572.33,461.45
222.425717592593,-23.08948517,16.27126694,7025.64,435.31
222.426412037037,-23.11986923,16.16895676,7484.97,410.08
222.427106481481,-23.1511116,16.06355667,7962.67,385.03
222.427800925926,-23.18286896,15.95626831,8452.49,360.59
222.42849537037,-23.21479797,15.84777832,8941.73,337.41
222.429189814815,-23.24707031,15.73843002,9409.94,316.31
222.429884259259,-23.27968597,15.6278801,9831.21,298.18
222.430578703704,-23.31264496,15.51647186,10238.31,281.44
222.431273148148,-23.34543228,15.40437698,10613.56,266.68
222.431967592593,-23.37890625,15.29090881,10914.51,255.26
222.432662037037,-23.41323853,15.17417908,11049.3,250.22
222.433356481481,-23.44945908,15.05058289,11043.02,250.45
222.434050925926,-23.47640991,14.92321014,11041.11,250.48
222.43474537037,-23.45855713,14.79841232,11041.23,250.41
222.435439814815,-23.43795776,14.67533112,11038.6,250.46
222.436134259259,-23.41770172,14.55396652,11037.53,250.44
222.436828703704,-23.39727402,14.43346024,11035.7,250.42
222.437523148148,-23.37684631,14.31158066,11034.79,250.44
222.438217592593,-23.35624695,14.18901443,11031.89,250.54
222.438912037037,-23.33599091,14.06730652,11143.72,246.49
222.439606481481,-23.31573486,13.9455986,11467.8,234.95
222.440300925926,-23.29547882,13.82320404,11676.13,227.68
222.44099537037,-23.27487946,13.69960785,11678.34,227.66
222.441689814815,-23.25462341,13.57686996,11675.86,227.67
222.442384259259,-23.22647095,13.45979691,11678.64,227.633333333333
222.443078703704,-23.18372726,13.34615707,11677.15,227.596666666667
222.443773148148,-23.14081192,13.23200226,11676.16,227.56
222.444467592593,-23.0982399,13.11870575,11675.14,227.54
222.445162037037,-23.05532455,13.00437927,11673.04,227.67
222.445856481481,-23.01120758,12.88696289,11671.74,227.7
222.446550925926,-22.96743393,12.77006149,11672.93,227.57
222.44724537037,-22.92366028,12.6531601,11670.6,227.67
222.447939814815,-22.87937164,12.53505707,11669.19,227.69
222.448634259259,-22.83559799,12.41746902,11668.28,227.65
222.449328703704,-22.79165268,12.30005264,11669.08,227.67
222.450023148148,-22.74770737,12.18263626,11669.15,227.64
222.450717592593,-22.70393372,12.06504822,11667.78,227.63
222.451412037037,-22.66016006,11.94728851,11668.24,227.6
222.452106481481,-22.61638641,11.82970047,11668.16,227.59
222.452800925926,-22.5724411,11.71159744,11667.9,227.6
222.45349537037,-22.52849579,11.59315109,11667.78,227.59
222.454189814815,-22.48455048,11.47453308,11665.69,227.66
222.454884259259,-22.44060516,11.35608673,11666.94,227.58
222.455578703704,-22.3951149,11.23832703,11665,227.66
222.456273148148,-22.34516144,11.12314224,11666.94,227.55
222.456967592593,-22.29452133,11.00692749,11667.55,227.55
222.457662037037,-22.24388123,10.89054108,11666.18,227.63
222.458356481481,-22.1937561,10.77466965,11667.55,227.57
222.459050925926,-22.14294434,10.65811157,11666.83,227.63
222.45974537037,-22.09247589,10.54121017,11667.1,227.58
222.460439814815,-22.04166412,10.42396545,11666.33,227.65
222.461134259259,-21.99119568,10.30723572,11668.01,227.59
222.461828703704,-21.94107056,10.19119263,11666.49,227.63
222.462523148148,-21.89077377,10.07480621,11667.06,227.63
222.463217592593,-21.84064865,9.95876312,11665.23,227.64
222.463912037037,-21.79086685,9.84375,11665.34,227.64
222.464606481481,-21.74160004,9.7290802,11667.52,227.58
222.465300925926,-21.69181824,9.61372375,11668.47,227.6
222.46599537037,-21.64186478,9.49836731,11669.08,227.59
222.466689814815,-21.59225464,9.38249588,11669.73,227.55
222.467384259259,-21.54230118,9.26645279,11669.61,227.62
222.468078703704,-21.49269104,9.15143967,11669.12,227.65
222.468773148148,-21.44359589,9.03711319,11667.4,227.61
222.469467592593,-21.39467239,8.92295837,11669.12,227.56
222.470162037037,-21.34557724,8.80846024,11667.97,227.61
222.470856481481,-21.29665375,8.69379044,11666.45,227.61
222.471550925926,-21.24721527,8.57860565,11666.33,227.64
222.47224537037,-21.19812012,8.46342087,11663.82,227.64
222.472939814815,-21.14953995,8.34978104,11663.82,227.6
222.473634259259,-21.10078812,8.23596954,11662.71,227.59
222.474328703704,-21.05220795,8.12198639,11664.7,227.57
222.475023148148,-21.00431442,8.00800323,11664.51,227.57
222.475717592593,-20.963974,7.89178848,11666.03,227.59
222.476412037037,-20.92432022,7.77420044,11665.46,227.61
222.477106481481,-20.88449478,7.65575409,11663.9,227.63
222.477800925926,-20.84449768,7.53644943,11659.93,227.68
222.47849537037,-20.8048439,7.41765976,11770.96,223.85
222.479189814815,-20.76536179,7.29955673,12096.1,213.13
222.479884259259,-20.72553635,7.18042374,12294.98,206.71
222.480578703704,-20.68571091,7.06163406,12296.62,206.63
222.481273148148,-20.64588547,6.94267273,12296.55,206.62
222.481967592593,-20.60588837,6.8223381,12295.33,206.63
222.482662037037,-20.56606293,6.7023468,12296.93,206.63
222.483356481481,-20.52606583,6.58252716,12296.13,206.63
222.484050925926,-20.48589706,6.46202087,12296.39,206.63
222.48474537037,-20.44589996,6.34151459,12294.6,206.65
222.485439814815,-20.40658951,6.22358322,12295.78,206.6
222.486134259259,-20.36762238,6.10651016,12295.86,206.62
222.486828703704,-20.3279686,5.98789215,12293.35,206.67
222.487523148148,-20.28848648,5.86910248,12291.86,206.63
222.488217592593,-20.2488327,5.74996948,12291.29,206.65
222.488912037037,-20.20917892,5.63066483,12293,206.58
222.489606481481,-20.16969681,5.51170349,12289.8,206.64
